FISCAL YEAR,AGENCY,CLASSIFICATION,SALARY (ANNUAL) ,FULL/PART TIME,SERVICE TYPE,AGENCY #
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL CORPORAL,65894,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL CORPORAL,65894,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL CORPORAL,65894,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL CORPORAL,65894,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL CORPORAL,66066,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL CORPORAL,66493,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL CORPORAL,66493,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL CORPORAL,68291,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL CORPORAL,68291,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL CORPORAL,68291,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,52332,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,52332,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,52332,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,54900,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,54900,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,57636,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,57636,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,57636,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,57636,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,57636,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,57795,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,60300,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,60300,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,60300,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,60300,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,60300,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,63363,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,65732,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,65732,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,66192,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,66192,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,66192,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,66192,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,66192,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,66192,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,66192,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,66231,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,66364,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,69502,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,69502,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,69852,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,69852,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,69852,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,69852,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,69852,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,69852,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,69852,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,70011,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,70011,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,70011,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72756,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72915,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72915,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72915,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72915,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72915,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72915,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72915,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72915,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,72915,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,75825,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,76296,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,76296,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,76394,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,76394,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,76394,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,76394,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL COUNSELOR,79206,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL HEARINGS OFFICER,63204,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL HEARINGS OFFICER,75666,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL HEARINGS OFFICER,76296,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL HEARINGS OFFICER,79980,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL HEARINGS OFFICER,83820,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL HEARINGS OFFICER,83820,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL HEARINGS OFFICER,83820,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL HEARINGS OFFICER,83820,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL HEARINGS OFFICER,83820,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL HEARINGS OFFICER,87173,FULL TIME,REPRESENTED,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,58611,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,59748,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,61540,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,61540,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,62594,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,62772,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,63333,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,64655,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,64655,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,64655,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,64655,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,65904,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,65904,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,65904,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,66538,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,66538,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,67166,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,67881,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,69168,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,69858,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,69858,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,69858,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,69858,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,69858,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,71243,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,71243,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,72552,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,72552,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,73318,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,73318,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,73318,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,73318,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,73318,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,73318,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,73318,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,73318,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,74729,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,74729,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,76085,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,76212,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,76212,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,76212,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,76212,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,76212,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,76212,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,76212,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,76212,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,76905,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,76905,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,76905,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,76905,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,78498,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,78498,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,78498,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,78498,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,78498,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,79543,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,79807,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80533,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80533,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
2015,"CORRECTIONS, DEPT OF",CORRECTIONAL LIEUTENANT,80785,FULL TIME,MANAGEMENT SERVICE,29100
